Nome;Partido;UF;Tipo_de_Despesa;Valor
AÉCIO NEVES;PSDB;MG;SERVIÇO DE SEGURANÇA PRESTADO POR EMPRESA ESPECIALIZADA.;R$  525,09
AÉCIO NEVES;PSDB;MG;Total;R$  207600,59
PROFESSORA DORINHA SEABRA REZENDE;DEM;TO;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;R$  69800
PROFESSORA DORINHA SEABRA REZENDE;DEM;TO;EMISSÃO BILHETE AÉREO;R$  46621,2
PROFESSORA DORINHA SEABRA REZENDE;DEM;TO;LOCAÇÃO OU FRETAMENTO DE AERONAVES;R$  30000
PROFESSORA DORINHA SEABRA REZENDE;DEM;TO;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;R$  19171,42
PROFESSORA DORINHA SEABRA REZENDE;DEM;TO;COMBUSTÍVEIS E LUBRIFICANTES.;R$  13601,08
PROFESSORA DORINHA SEABRA REZENDE;DEM;TO;TELEFONIA;R$  7577,81
PROFESSORA DORINHA SEABRA REZENDE;DEM;TO;SERVIÇOS POSTAIS;R$  7365,54
PROFESSORA DORINHA SEABRA REZENDE;DEM;TO;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;R$  5856,4
PROFESSORA DORINHA SEABRA REZENDE;DEM;TO;CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.;R$  3727
PROFESSORA DORINHA SEABRA REZENDE;DEM;TO;SERVIÇO DE SEGURANÇA PRESTADO POR EMPRESA ESPECIALIZADA.;R$  2143
PROFESSORA DORINHA SEABRA REZENDE;DEM;TO;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;R$  696
PROFESSORA DORINHA SEABRA REZENDE;DEM;TO;SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO;R$  328
PROFESSORA DORINHA SEABRA REZENDE;DEM;TO;FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR;R$  269,36
PROFESSORA DORINHA SEABRA REZENDE;DEM;TO;Total;R$  207156,81
MAURO LOPES;MDB;MG;EMISSÃO BILHETE AÉREO;R$  63359,86
MAURO LOPES;MDB;MG;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;R$  47930
MAURO LOPES;MDB;MG;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;R$  37454,16
MAURO LOPES;MDB;MG;COMBUSTÍVEIS E LUBRIFICANTES.;R$  36211,5
MAURO LOPES;MDB;MG;TELEFONIA;R$  14179,25
MAURO LOPES;MDB;MG;SERVIÇOS POSTAIS;R$  4430,3
MAURO LOPES;MDB;MG;FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR;R$  2851,3
MAURO LOPES;MDB;MG;ASSINATURA DE PUBLICAÇÕES;R$  558
MAURO LOPES;MDB;MG;Total;R$  206974,37
RAIMUNDO COSTA;PL;BA;EMISSÃO BILHETE AÉREO;R$  65420,57
RAIMUNDO COSTA;PL;BA;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;R$  55510
RAIMUNDO COSTA;PL;BA;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;R$  30000
RAIMUNDO COSTA;PL;BA;COMBUSTÍVEIS E LUBRIFICANTES.;R$  28922,56
RAIMUNDO COSTA;PL;BA;CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.;R$  12710
RAIMUNDO COSTA;PL;BA;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;R$  5208,25
RAIMUNDO COSTA;PL;BA;FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR;R$  3179,92
RAIMUNDO COSTA;PL;BA;PASSAGENS TERRESTRES, MARÍTIMAS OU FLUVIAIS;R$  3171,83
RAIMUNDO COSTA;PL;BA;SERVIÇOS POSTAIS;R$  766,68
RAIMUNDO COSTA;PL;BA;PASSAGENS AÉREAS;R$  688,39
RAIMUNDO COSTA;PL;BA;TELEFONIA;R$  450,89
RAIMUNDO COSTA;PL;BA;Total;R$  206029,09
EDUARDO BOLSONARO;PSL;SP;EMISSÃO BILHETE AÉREO;R$  71331,41
EDUARDO BOLSONARO;PSL;SP;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;R$  52237,2
EDUARDO BOLSONARO;PSL;SP;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;R$  40025,37
EDUARDO BOLSONARO;PSL;SP;CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.;R$  15000
EDUARDO BOLSONARO;PSL;SP;COMBUSTÍVEIS E LUBRIFICANTES.;R$  8221,2
EDUARDO BOLSONARO;PSL;SP;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;R$  8179,27
EDUARDO BOLSONARO;PSL;SP;TELEFONIA;R$  6437,79
EDUARDO BOLSONARO;PSL;SP;SERVIÇOS POSTAIS;R$  1869,44
EDUARDO BOLSONARO;PSL;SP;FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR;R$  1180,19
EDUARDO BOLSONARO;PSL;SP;PASSAGENS AÉREAS;R$  1069,1
EDUARDO BOLSONARO;PSL;SP;SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO;R$  478
EDUARDO BOLSONARO;PSL;SP;Total;R$  206028,97
LUIZA ERUNDINA;PSOL;SP;EMISSÃO BILHETE AÉREO;R$  71925,21
LUIZA ERUNDINA;PSOL;SP;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;R$  34489,07
LUIZA ERUNDINA;PSOL;SP;TELEFONIA;R$  31157,66
LUIZA ERUNDINA;PSOL;SP;COMBUSTÍVEIS E LUBRIFICANTES.;R$  30725,33
LUIZA ERUNDINA;PSOL;SP;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;R$  15583,93
LUIZA ERUNDINA;PSOL;SP;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;R$  11815,31
LUIZA ERUNDINA;PSOL;SP;SERVIÇOS POSTAIS;R$  4409,31
LUIZA ERUNDINA;PSOL;SP;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;R$  2074,96
LUIZA ERUNDINA;PSOL;SP;SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO;R$  1548,05
LUIZA ERUNDINA;PSOL;SP;ASSINATURA DE PUBLICAÇÕES;R$  765,8
LUIZA ERUNDINA;PSOL;SP;PASSAGENS AÉREAS;R$  318,82
LUIZA ERUNDINA;PSOL;SP;Total;R$  204813,45
HUGO LEAL;PSD;RJ;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;R$  53651,62
HUGO LEAL;PSD;RJ;COMBUSTÍVEIS E LUBRIFICANTES.;R$  41353,6
HUGO LEAL;PSD;RJ;EMISSÃO BILHETE AÉREO;R$  40343,64
HUGO LEAL;PSD;RJ;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;R$  35000
HUGO LEAL;PSD;RJ;TELEFONIA;R$  20684,41
HUGO LEAL;PSD;RJ;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;R$  8657,53
HUGO LEAL;PSD;RJ;SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO;R$  2285,23
HUGO LEAL;PSD;RJ;PASSAGENS TERRESTRES, MARÍTIMAS OU FLUVIAIS;R$  1094,43
HUGO LEAL;PSD;RJ;SERVIÇOS POSTAIS;R$  377,51
HUGO LEAL;PSD;RJ;Total;R$  203447,97
MARCELO ARO;PP;MG;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;R$  74928,84
MARCELO ARO;PP;MG;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;R$  64400
MARCELO ARO;PP;MG;EMISSÃO BILHETE AÉREO;R$  34465,21
MARCELO ARO;PP;MG;COMBUSTÍVEIS E LUBRIFICANTES.;R$  14886,7
MARCELO ARO;PP;MG;TELEFONIA;R$  7217,31
MARCELO ARO;PP;MG;CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.;R$  2000
MARCELO ARO;PP;MG;SERVIÇOS POSTAIS;R$  1612,68
MARCELO ARO;PP;MG;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;R$  1441,64
MARCELO ARO;PP;MG;PASSAGENS AÉREAS;R$  1034,49
MARCELO ARO;PP;MG;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;R$  488
MARCELO ARO;PP;MG;SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO;R$  377
MARCELO ARO;PP;MG;ASSINATURA DE PUBLICAÇÕES;R$  308,28
MARCELO ARO;PP;MG;Total;R$  203160,15
LUIZ LIMA;PSL;RJ;EMISSÃO BILHETE AÉREO;R$  78665,04
LUIZ LIMA;PSL;RJ;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;R$  42500
LUIZ LIMA;PSL;RJ;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;R$  38833,33
LUIZ LIMA;PSL;RJ;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;R$  31542,98
LUIZ LIMA;PSL;RJ;COMBUSTÍVEIS E LUBRIFICANTES.;R$  5695,6
LUIZ LIMA;PSL;RJ;TELEFONIA;R$  1750,96
LUIZ LIMA;PSL;RJ;SERVIÇOS POSTAIS;R$  1383,98
LUIZ LIMA;PSL;RJ;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;R$  670
LUIZ LIMA;PSL;RJ;PASSAGENS AÉREAS;R$  446,25
LUIZ LIMA;PSL;RJ;SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO;R$  227,2
LUIZ LIMA;PSL;RJ;FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR;R$  132,27
LUIZ LIMA;PSL;RJ;Total;R$  201847,61
FRANCISCO JR.;PSD;GO;CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.;R$  48550
FRANCISCO JR.;PSD;GO;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;R$  46000
FRANCISCO JR.;PSD;GO;COMBUSTÍVEIS E LUBRIFICANTES.;R$  38498,92
FRANCISCO JR.;PSD;GO;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;R$  37847,41
FRANCISCO JR.;PSD;GO;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;R$  16200
FRANCISCO JR.;PSD;GO;TELEFONIA;R$  8789,25
FRANCISCO JR.;PSD;GO;PASSAGENS AÉREAS;R$  3135,38
FRANCISCO JR.;PSD;GO;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;R$  2519,23
FRANCISCO JR.;PSD;GO;FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR;R$  245,51
FRANCISCO JR.;PSD;GO;Total;R$  201785,7
LUISA CANZIANI;PTB;PR;EMISSÃO BILHETE AÉREO;R$  81727,95
LUISA CANZIANI;PTB;PR;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;R$  47402,85
LUISA CANZIANI;PTB;PR;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;R$  28325
LUISA CANZIANI;PTB;PR;TELEFONIA;R$  13365,13
LUISA CANZIANI;PTB;PR;COMBUSTÍVEIS E LUBRIFICANTES.;R$  10089,95
LUISA CANZIANI;PTB;PR;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;R$  7578,86
LUISA CANZIANI;PTB;PR;CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.;R$  6670
LUISA CANZIANI;PTB;PR;SERVIÇOS POSTAIS;R$  3904,68
LUISA CANZIANI;PTB;PR;ASSINATURA DE PUBLICAÇÕES;R$  993,6
LUISA CANZIANI;PTB;PR;PASSAGENS AÉREAS;R$  931,95
LUISA CANZIANI;PTB;PR;FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR;R$  652,18
LUISA CANZIANI;PTB;PR;Total;R$  201642,15
SORAYA SANTOS;PL;RJ;EMISSÃO BILHETE AÉREO;R$  110236,51
SORAYA SANTOS;PL;RJ;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;R$  64000
SORAYA SANTOS;PL;RJ;TELEFONIA;R$  16908,61
SORAYA SANTOS;PL;RJ;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;R$  2933,02
SORAYA SANTOS;PL;RJ;PASSAGENS AÉREAS;R$  1875,17
SORAYA SANTOS;PL;RJ;SERVIÇOS POSTAIS;R$  1804,57
SORAYA SANTOS;PL;RJ;COMBUSTÍVEIS E LUBRIFICANTES.;R$  1558,68
SORAYA SANTOS;PL;RJ;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;R$  977,2
SORAYA SANTOS;PL;RJ;Total;R$  200293,76
CARMEN ZANOTTO;CIDADANIA;SC;EMISSÃO BILHETE AÉREO;R$  55842,63
CARMEN ZANOTTO;CIDADANIA;SC;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;R$  36000
CARMEN ZANOTTO;CIDADANIA;SC;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;R$  31989,7
CARMEN ZANOTTO;CIDADANIA;SC;COMBUSTÍVEIS E LUBRIFICANTES.;R$  30829,08
CARMEN ZANOTTO;CIDADANIA;SC;TELEFONIA;R$  18867,09
CARMEN ZANOTTO;CIDADANIA;SC;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;R$  13465,22
CARMEN ZANOTTO;CIDADANIA;SC;SERVIÇOS POSTAIS;R$  6447,95
CARMEN ZANOTTO;CIDADANIA;SC;PASSAGENS AÉREAS;R$  2511,24
CARMEN ZANOTTO;CIDADANIA;SC;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;R$  1990,27
CARMEN ZANOTTO;CIDADANIA;SC;CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.;R$  1007,61
CARMEN ZANOTTO;CIDADANIA;SC;SERVIÇO DE SEGURANÇA PRESTADO POR EMPRESA ESPECIALIZADA.;R$  649,2
CARMEN ZANOTTO;CIDADANIA;SC;ASSINATURA DE PUBLICAÇÕES;R$  210
CARMEN ZANOTTO;CIDADANIA;SC;SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO;R$  49
CARMEN ZANOTTO;CIDADANIA;SC;Total;R$  199858,99
PINHEIRINHO;PP;MG;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;R$  81900
PINHEIRINHO;PP;MG;EMISSÃO BILHETE AÉREO;R$  44571
PINHEIRINHO;PP;MG;COMBUSTÍVEIS E LUBRIFICANTES.;R$  38665,81
PINHEIRINHO;PP;MG;LOCAÇÃO OU FRETAMENTO DE AERONAVES;R$  10580
PINHEIRINHO;PP;MG;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;R$  5292
PINHEIRINHO;PP;MG;SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO;R$  4768,43
PINHEIRINHO;PP;MG;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;R$  3623,99
PINHEIRINHO;PP;MG;PASSAGENS AÉREAS;R$  2547,42
PINHEIRINHO;PP;MG;ASSINATURA DE PUBLICAÇÕES;R$  2102,5
PINHEIRINHO;PP;MG;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;R$  1849,8
PINHEIRINHO;PP;MG;FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR;R$  1801,35
PINHEIRINHO;PP;MG;SERVIÇOS POSTAIS;R$  1631,47
PINHEIRINHO;PP;MG;TELEFONIA;R$  509,05
PINHEIRINHO;PP;MG;Total;R$  199842,82
EDUARDO BRAIDE;PMN;MA;EMISSÃO BILHETE AÉREO;R$  95639,59
EDUARDO BRAIDE;PMN;MA;COMBUSTÍVEIS E LUBRIFICANTES.;R$  39368,8
EDUARDO BRAIDE;PMN;MA;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;R$  34960
EDUARDO BRAIDE;PMN;MA;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;R$  23612,87
EDUARDO BRAIDE;PMN;MA;TELEFONIA;R$  4016,59
EDUARDO BRAIDE;PMN;MA;SERVIÇOS POSTAIS;R$  1414,83
EDUARDO BRAIDE;PMN;MA;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;R$  600
EDUARDO BRAIDE;PMN;MA;Total;R$  199612,68
GILBERTO ABRAMO;REPUBLICANOS;MG;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;R$  74730
GILBERTO ABRAMO;REPUBLICANOS;MG;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;R$  42000
GILBERTO ABRAMO;REPUBLICANOS;MG;COMBUSTÍVEIS E LUBRIFICANTES.;R$  27466,73
GILBERTO ABRAMO;REPUBLICANOS;MG;EMISSÃO BILHETE AÉREO;R$  25223,76
GILBERTO ABRAMO;REPUBLICANOS;MG;SERVIÇOS POSTAIS;R$  19291,83
GILBERTO ABRAMO;REPUBLICANOS;MG;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;R$  6219,8
GILBERTO ABRAMO;REPUBLICANOS;MG;TELEFONIA;R$  2856,69
GILBERTO ABRAMO;REPUBLICANOS;MG;FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR;R$  728,8
GILBERTO ABRAMO;REPUBLICANOS;MG;SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO;R$  480
GILBERTO ABRAMO;REPUBLICANOS;MG;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;R$  400
GILBERTO ABRAMO;REPUBLICANOS;MG;Total;R$  199397,61
PASTOR SARGENTO ISIDÓRIO;AVANTE;BA;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;R$  76300
PASTOR SARGENTO ISIDÓRIO;AVANTE;BA;EMISSÃO BILHETE AÉREO;R$  54922,33
PASTOR SARGENTO ISIDÓRIO;AVANTE;BA;COMBUSTÍVEIS E LUBRIFICANTES.;R$  30816,76
PASTOR SARGENTO ISIDÓRIO;AVANTE;BA;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;R$  17055,2
PASTOR SARGENTO ISIDÓRIO;AVANTE;BA;CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.;R$  9000
PASTOR SARGENTO ISIDÓRIO;AVANTE;BA;TELEFONIA;R$  8160,8
PASTOR SARGENTO ISIDÓRIO;AVANTE;BA;PASSAGENS AÉREAS;R$  1585,56
PASTOR SARGENTO ISIDÓRIO;AVANTE;BA;SERVIÇOS POSTAIS;R$  383,61
PASTOR SARGENTO ISIDÓRIO;AVANTE;BA;Total;R$  198224,26
SANDERSON;PSL;RS;EMISSÃO BILHETE AÉREO;R$  51179,46
SANDERSON;PSL;RS;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;R$  35321,29
SANDERSON;PSL;RS;CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.;R$  28500
SANDERSON;PSL;RS;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;R$  26585,07
SANDERSON;PSL;RS;COMBUSTÍVEIS E LUBRIFICANTES.;R$  22177,06
SANDERSON;PSL;RS;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;R$  16310
SANDERSON;PSL;RS;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;R$  5791,16
SANDERSON;PSL;RS;PASSAGENS AÉREAS;R$  3888,37
SANDERSON;PSL;RS;TELEFONIA;R$  3177,56
SANDERSON;PSL;RS;SERVIÇOS POSTAIS;R$  2784,86
SANDERSON;PSL;RS;SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO;R$  342,31
SANDERSON;PSL;RS;ASSINATURA DE PUBLICAÇÕES;R$  292
SANDERSON;PSL;RS;PASSAGENS TERRESTRES, MARÍTIMAS OU FLUVIAIS;R$  255,05
SANDERSON;PSL;RS;FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR;R$  154,55
SANDERSON;PSL;RS;Total;R$  196758,74
ANDRÉ FUFUCA;PP;MA;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;R$  80500
ANDRÉ FUFUCA;PP;MA;EMISSÃO BILHETE AÉREO;R$  67861,93
ANDRÉ FUFUCA;PP;MA;COMBUSTÍVEIS E LUBRIFICANTES.;R$  40389,36
ANDRÉ FUFUCA;PP;MA;TELEFONIA;R$  5082,8
ANDRÉ FUFUCA;PP;MA;SERVIÇOS POSTAIS;R$  2153,74
ANDRÉ FUFUCA;PP;MA;Total;R$  195987,83
HEITOR SCHUCH;PSB;RS;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;R$  48624,98
HEITOR SCHUCH;PSB;RS;EMISSÃO BILHETE AÉREO;R$  41783,96
HEITOR SCHUCH;PSB;RS;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;R$  40734,66
HEITOR SCHUCH;PSB;RS;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;R$  23034,7
HEITOR SCHUCH;PSB;RS;COMBUSTÍVEIS E LUBRIFICANTES.;R$  22154,43
HEITOR SCHUCH;PSB;RS;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;R$  6142,27
HEITOR SCHUCH;PSB;RS;TELEFONIA;R$  5924,65
HEITOR SCHUCH;PSB;RS;SERVIÇOS POSTAIS;R$  2580,85
HEITOR SCHUCH;PSB;RS;SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO;R$  2196,12
HEITOR SCHUCH;PSB;RS;FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR;R$  1674,66
HEITOR SCHUCH;PSB;RS;ASSINATURA DE PUBLICAÇÕES;R$  867,2
HEITOR SCHUCH;PSB;RS;Total;R$  195718,48
JOÃO CARLOS BACELAR;PL;BA;EMISSÃO BILHETE AÉREO;R$  61253,39
JOÃO CARLOS BACELAR;PL;BA;COMBUSTÍVEIS E LUBRIFICANTES.;R$  40475,71
JOÃO CARLOS BACELAR;PL;BA;SERVIÇO DE SEGURANÇA PRESTADO POR EMPRESA ESPECIALIZADA.;R$  40000
JOÃO CARLOS BACELAR;PL;BA;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;R$  18284
JOÃO CARLOS BACELAR;PL;BA;LOCAÇÃO OU FRETAMENTO DE AERONAVES;R$  10100
JOÃO CARLOS BACELAR;PL;BA;CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.;R$  5400
JOÃO CARLOS BACELAR;PL;BA;FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR;R$  5338,17
JOÃO CARLOS BACELAR;PL;BA;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;R$  4878,59
JOÃO CARLOS BACELAR;PL;BA;PASSAGENS AÉREAS;R$  4496,64
JOÃO CARLOS BACELAR;PL;BA;TELEFONIA;R$  3128,05
JOÃO CARLOS BACELAR;PL;BA;SERVIÇOS POSTAIS;R$  1184,15
JOÃO CARLOS BACELAR;PL;BA;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;R$  1045
JOÃO CARLOS BACELAR;PL;BA;SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO;R$  69,1
JOÃO CARLOS BACELAR;PL;BA;Total;R$  195652,8
DR. ZACHARIAS CALIL;DEM;GO;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;R$  112000
DR. ZACHARIAS CALIL;DEM;GO;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;R$  34000
DR. ZACHARIAS CALIL;DEM;GO;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;R$  26238,51
DR. ZACHARIAS CALIL;DEM;GO;COMBUSTÍVEIS E LUBRIFICANTES.;R$  15700,76
DR. ZACHARIAS CALIL;DEM;GO;TELEFONIA;R$  4276,32
DR. ZACHARIAS CALIL;DEM;GO;FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR;R$  2734,07
DR. ZACHARIAS CALIL;DEM;GO;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;R$  200
DR. ZACHARIAS CALIL;DEM;GO;SERVIÇOS POSTAIS;R$  28,4
DR. ZACHARIAS CALIL;DEM;GO;Total;R$  195178,06
EDUARDO DA FONTE;PP;PE;EMISSÃO BILHETE AÉREO;R$  76932,47
EDUARDO DA FONTE;PP;PE;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;R$  67420
EDUARDO DA FONTE;PP;PE;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;R$  30000
EDUARDO DA FONTE;PP;PE;COMBUSTÍVEIS E LUBRIFICANTES.;R$  17054,83
EDUARDO DA FONTE;PP;PE;CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.;R$  2000
EDUARDO DA FONTE;PP;PE;TELEFONIA;R$  763,66
EDUARDO DA FONTE;PP;PE;SERVIÇOS POSTAIS;R$  564,59
EDUARDO DA FONTE;PP;PE;Total;R$  194735,55
HÉLIO COSTA;REPUBLICANOS;SC;EMISSÃO BILHETE AÉREO;R$  80261,71
HÉLIO COSTA;REPUBLICANOS;SC;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;R$  38500
HÉLIO COSTA;REPUBLICANOS;SC;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;R$  24724,23
HÉLIO COSTA;REPUBLICANOS;SC;COMBUSTÍVEIS E LUBRIFICANTES.;R$  17729,42
HÉLIO COSTA;REPUBLICANOS;SC;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;R$  14710
HÉLIO COSTA;REPUBLICANOS;SC;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;R$  5620,26
HÉLIO COSTA;REPUBLICANOS;SC;ASSINATURA DE PUBLICAÇÕES;R$  3805,03
HÉLIO COSTA;REPUBLICANOS;SC;TELEFONIA;R$  3276,24
HÉLIO COSTA;REPUBLICANOS;SC;PASSAGENS AÉREAS;R$  2168,96
HÉLIO COSTA;REPUBLICANOS;SC;FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR;R$  1836,29
HÉLIO COSTA;REPUBLICANOS;SC;SERVIÇOS POSTAIS;R$  936,52
HÉLIO COSTA;REPUBLICANOS;SC;SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO;R$  390,88
HÉLIO COSTA;REPUBLICANOS;SC;Total;R$  193959,54
